category,cleanText,kfold
4,এবি ভিলিয়ার্সের কথাটি নিশ্চয়ই শুনেছেন ডেভিড ওয়ার্নার গ্রুপ পর্বে ভারত পাকিস্তানের হারার পরও দক্ষিণ আফ্রিকা অধিনায়কের দাবি দলই টুর্নামেন্টের সেরা অস্ট্রেলিয়া হেরেছে ম্যাচ সেটিও নিউজিল্যান্ডের বিপক্ষে শ্বাসরুদ্ধকর ম্যাচে উইকেটে ডেভিড ওয়ার্নারও বলতেই অস্ট্রেলিয়াই টুর্নামেন্টের সেরা সমস্যা টুর্নামেন্টে এখনো হারের স্বাদই পায়নি নিউজিল্যান্ড ভারতকে মনে প্রায় অপ্রতিরোধ্য ওয়ার্নারের মাথায়ও দুই দলের নাম নিয়েই অস্ট্রেলিয়ান ওপেনার মুহূর্তে অবশ্যই নিউজিল্যান্ডকে হারানো সবচেয়ে কঠিন ভারতও দুর্দান্ত ক্রিকেট খেলছে দলটা ম্যাচে কম্বিনেশন নিয়ে খেলেছি যেভাবে খেলেছি মনে আমরাই সেরা ওয়ার্নারের দাবির ভিত্তি আসলে ম্যাচের সমন্বয় পারফরম্যান্সই শ্রীলঙ্কার বিপক্ষে ম্যাচে একাদশে ফিরেছেন শেন ওয়াটসন খেলানো হয়েছে পাঁচে তিনে খেলেছেন স্টিভেন স্মিথ শ্রীলঙ্কার বিপক্ষে দাপটে জিতেছে অস্ট্রেলিয়া শেন ওয়ার্নসহ ক্রিকেট বোদ্ধা বলছেন নম্বরই ওয়াটসনের জায়গা ম্যাচের সমন্বয়টাই অস্ট্রেলিয়ার সেরা ওয়ার্নারও দারুণ রোমাঞ্চিত সমন্বয়ে যেকোনো দলই সামনে দেখবে ওপেনিংয়ে ফিঞ্চি অ্যারন ফিঞ্চ তিন চারে স্মিথ ক্লার্ক এরপর ম্যাক্সি ওয়াট্টো ফকনার হাডিন দলেরই ভড়কে যাওয়া স্বাভাবিক কম্বিনেশনে কতটা ভয়ংকর ম্যাচেই দেখিয়েছি বিশ্বকাপের প্রথম ম্যাচে স্মিথ চারে নেমে রান পরের ম্যাচে পাঁচে নেমে পরের দুই ম্যাচে তিনে খেলার সুযোগ পেয়ে আফগানিস্তানের বিপক্ষে স্মিথ ওয়ার্নারের জুটি রানের ওয়ার্নারের ধারণা তিন নম্বরই স্মিথের আসল জায়গা স্টিভেন স্মিথের খুব বেশি ব্যাট হয়নি সেদিন দারুণ উপভোগ করেছি নম্বর উপযুক্ত জায়গা দারুণ স্মার্ট ক্রিকেট ক্রিকেট মস্তিষ্ক ভালো পরিস্থিতি পড়ে নেয় দ্রুতই ওয়াট্টো পাঁচেই ভালো স্বাধীনতা নিয়ে ব্যাট ম্যাচে বার্তা পেরেছে যেখানেই ব্যাটিং করুক খেলতে এএফপি রয়টার্স ক্রিকইনফো,0.0
6,টানা অবরোধের কারণে ঢাকার প্রযুক্তিবাজার প্রায় ক্রেতাশূন্যই যায় বিক্রেতারা জানান ক্রেতাদের আনাগোনা বাজারে পণ্যের বিক্রি বলেই পণ্যের দামেও হেরফের গতকাল শনিবার পাওয়া বিভিন্ন যন্ত্রাংশের দাম নিচে দেওয়া প্রসেসর ইন্টেল কোর গিগাহার্টজ টাকা কোর টাকা কোর কোর টাকা মাদারবোর্ড গিগাবাইট জিএমটি এসটুপি ডিডিআর টাকা জিএম কমবো এইচএম জিএবিএম এইচডি ইন্টেল ডিজিআরকিউ ডিজিডব্লিউভি টাকা ফক্সকন এইচ এমএক্সই এমএক্সই টাকা আসুস বিএম এইচএম পিএইচ এলই টাকা র ্যাম ডিডিআর অ্যাপাসার গিগাবাইট টাকা এডেটা টাকা ট্রানসেন্ড টাকা টাকা হার্ডডিস্ক ড্রাইভ ওয়েস্টার্ন ডিজিটাল টাকা হিটাচি টেরাবাইট টাকা স্যামসাং টাকা এলসিডি মনিটর স্যামসাং র্র্ স্কয়ার র্র্ ওয়াইড টাকা ফিলিপস র্র্ টাকা এলজি র্র্ স্কয়ার টাকা ডেল টাকা এলইডি মনিটর স্যামসাং র্র্ র্র্ থ্রিডি টাকা ডেল র্র্ টাকা আসুস র্র্ টাকা এলজি টাকা গ্রাফিকস কার্ড গিগাবাইট এইচডি টাকা গিগাবাইট টাকা আসুস ইএএইচ এইচডি টাকা ডিভিডি রাইটার রাইটার স্যামসাং এক্স টাকা আসুস এক্স টাকা কেসিং স্পেস টাকা গোল্ডেন ফিল্ড টাকা ডিলাক্স টাকা গিগাবাইট টাকা মারকারি টাকা মাউস এফোরটেক টাকা লজিটেক টাকা বোর্ড টাকা বেলকিন টাকা মাল্টিমিডিয়া টাকা স্পিকার ইডিফেয়ার টাকা মাইক্রোল্যাব টাকা ক্রিয়েটিভ এসবিএস অ্যালটেক ল্যানসিং টাকা পেনড্রাইভ ট্রানসেন্ড টাকা টাকা অ্যাপাসার টাকা এডেটা টাকা ভেরিকো টাকা মডেম মোবিডেটা ইইউ টাকা সনি এরিকসন জিসি টাকা টেকনো টিএম টাকা টিভি কার্ড এভারমিডিয়া ইন্টারনাল টাকা এক্সটারনাল ডব্লিউ টাকা রিয়েলভিউ টাকা গেডমি টাকা স্পিড গেডমি টাকা প্রিন্টার ক্যানন আইপি পিক্সমা টাকা এমপি এলবিপি টাকা এইচপি লেজার টাকা এপসন টাকা ব্রাদার ব্রাদার ডিসিপি জেডব্লিউ টাকা স্যামসাং এমএল লেজার টাকা সংগ্রহ রাহিতুল ইসলাম যন্ত্রাংশের দাম দেওয়া হয়েছে পুরো কম্পিউটার কেনার সংযোজন খরচ সার্ভিস চার্জ যুক্ত,0.0
5,ধলেশ্বরী নদী খননের দাবিতে মানিকগঞ্জে মতবিনিময় সভা গতকাল শনিবার দুপুরে জেলা শহরের বাজার সেতু এলাকায় স্যাক মিলনায়তনে সভার আয়োজন পাখি পরিচর্যা রক্ষণাবেক্ষণবিষয়ক স্থানীয় সংগঠন পালক বেলা টার সভায় সভাপতিত্ব পালকের সভাপতি জাহিদুর রহমান বক্তব্য পরিবেশবিদ আনিসুজ্জামান খান নদী পরিব্রাজক দলের প্রতিষ্ঠাতা চেয়ারম্যান মনির হোসাইন স্যাকের নির্বাহী পরিচালক দীপক কুমার ঘোষ ধলেশ্বরী নদী বাঁচাও আন্দোলনের আহ্বায়ক আজাহারুল ইসলাম মানিকগঞ্জ প্রেসক্লাবের সাধারণ সম্পাদক বিপ্লব চক্রবর্তী বারসিকের জেলা সমন্বয়কারী বিমল রায় প্রমুখ আজাহারুল ইসলাম ধলেশ্বরী নদীর আশপাশে ফসলি জমি সাটুরিয়া উপজেলার তিল্লী এলাকায় নদীর উৎসমুখ ভরাট স্বাভাবিকতা হারিয়ে ফেলেছে নদীর উৎসমুখ খনন পানির প্রবাহ অনেকটা নিশ্চিত মনির হোসাইন কালের বিবর্তনে ভরাট দখল দূষণের কবলে পড়ে বাংলাদেশের নদীগুলো বিপন্ন চলেছে নদী স্বাভাবিকতা হারিয়েছে নদী বিলুপ্ত নদীর নেতিবাচক পরিবর্তনের কারণে মানুষের পেশারও পরিবর্তন ঘটছে মানব অস্তিত্ব টিকিয়ে রাখতে নদীগুলোর স্বাভাবিকতা ফিরিয়ে আনতে গুরুত্বপূর্ণ নদীগুলোকে পর্যায়ক্রমে ড্রেজিংয়ের আওতায় আনতে,0.0
0,পশুর নদের চ্যানেলের আউটবারে খনন সালে প্রকল্প নিয়েছিল মোংলা বন্দর কর্তৃপক্ষ প্রথমে প্রকল্পটির ব্যয় কোটি টাকা নির্ধারণ মেয়াদ বাড়িয়ে সালের জুন বৃদ্ধি টাকার পরিমাণও কোটি টাকা প্রথম বছরে টাকা খরচ সম্ভব অর্থবছরে কোটি টাকা বরাদ্দ থাকলেও লাখ টাকা খরচ প্রতিবছরই বার্ষিক উন্নয়ন কর্মসূচিতে এডিপি প্রকল্পটি স্থবির প্রকল্প ছয়বার দরপত্র আহ্বান করেও দরদাতা চূড়ান্ত পারেনি বন্দর কর্তৃপক্ষ প্রথম পাঁচবার দরপত্র আহ্বান পরও প্রতিষ্ঠানই আসেনি সালে সর্বশেষ দরপত্র আহ্বান ফরাসি কোম্পানি দরপত্রে অংশ নেয় একটিমাত্র প্রতিষ্ঠান দরপত্রে অংশ নেওয়ায় বাতিল পাকিস্তানের ইসলামাবাদে বাংলাদেশ চ্যান্সারি কমপ্লেক্স নির্মাণের সালে কোটি টাকার প্রকল্প জুন সময় বাড়ানো খরচ বাড়িয়ে কোটি টাকা বছরে নির্ধারিত মেয়াদে ঠিকাদার নির্বাচন সম্ভব মাসে ঠিকাদারি প্রতিষ্ঠান নির্বাচন প্রতিষ্ঠান প্রাক্কলিত ব্যয়ের শতাংশ বেশি প্রকল্পের ব্যয় বাড়বে সাড়ে বছরে লাখ টাকা খরচ প্রকল্প বাস্তবায়নের হার শতাংশ সালে সাড়ে কোটি টাকা ব্যয়ে কুমিল্লা শিল্পনগরী প্রকল্প কাজ শুরু পারায় মেয়াদ বাড়িয়ে সালের জুন মাস ব্যয় বেড়ে দাঁড়ায় সাড়ে কোটি টাকা কুমিল্লা এলাকায় জমির দাম বেড়ে যাওয়ায় জমি অধিগ্রহণ সম্ভব বছরে বেতন ভাতা খাতে খরচ লাখ টাকা বাস্তবায়নের হার দশমিক শতাংশ কোটি টাকার টেকনাফ শাহপরীর দ্বীপ সড়ক প্রশস্তকরণ শক্তিশালীকরণ প্রকল্প জুন মাসে মেয়াদ শেষ বছরে টাকাও খরচ বাস্তবায়নের হার শূন্য বাস্তবায়ন পরিবীক্ষণ মূল্যায়ন বিভাগের আইএমইডি প্রতিবেদনে চিত্র উঠে এসেছে এভাবেই বাস্তবায়ন বছরের বছর প্রকল্প এডিপি রয়ে নামমাত্র বরাদ্দ প্রকল্পগুলো বাঁচিয়ে অবস্থায় পরিকল্পনা মন্ত্রণালয় অপেক্ষাকৃত গুরুত্বপূর্ণ বাস্তবায়ন প্রকল্প এডিপি বাদ উদ্যোগ নিয়েছে জাতীয় অর্থনৈতিক পরিষদের এনইসি সভায় শ্লথগতির প্রকল্প চিহ্নিত বাদ সিদ্ধান্ত প্রকল্প বাছাইয়ের দায়িত্ব বাস্তবায়ন পরিবীক্ষণ মূল্যায়ন বিভাগকে আইএমইডি শ্লথগতির প্রকল্প চিহ্নিত আইএমইডি আইএমইডি তৈরি তালিকায় বিদ্যুৎ বিভাগের সর্বোচ্চ প্রকল্প তালিকা তৈরির যেসব প্রকল্পের বাস্তবায়ন শতাংশের সেগুলোকেই অগ্রাধিকার যেসব মন্ত্রণালয় বিভাগ এসব প্রকল্প বাস্তবায়ন মন্ত্রণালয় বিভাগের আলোচনা বাদ বিষয়ে চূড়ান্ত সিদ্ধান্ত শিগগিরই সভা আহ্বান পরিকল্পনা মন্ত্রণালয় বিষয়ে চাইলে আইএমইডি সচিব ফরিদ উদ্দিন আহম্মদ চৌধুরী প্রথম আলোকে শ্লথগতির প্রকল্পগুলোর সবই বাদ সংশ্লিষ্ট মন্ত্রণালয় বিভাগের আলোচনা এসব প্রকল্প পর্যালোচনা যেসব প্রকল্প একদমই বাস্তবায়ন সম্ভব সেগুলোর বাদ সিদ্ধান্ত গুরুত্বপূর্ণ প্রকল্পগুলো অবশ্যই এডিপিতে আইএমইডির তালিকায় মন্থর গতির প্রকল্প বাদ কেননা তালিকায় গাজীপুর এয়ারপোর্ট বিআরটি সড়ক নির্মাণ ঢাকা চট্টগ্রাম রেলপথ উন্নয়ন আশুগঞ্জ অভ্যন্তরীণ নৌবন্দর স্থাপন ঢাকা টঙ্গী র্থ ডুয়েলগেজ রেলপথ নির্মাণের গুরুত্বপূর্ণ প্রকল্প পরিকল্পনা মন্ত্রণালয় সূত্রে প্রকল্প বাদ বিষয় বিবেচনা এগুলোর অন্যতম জমি অধিগ্রহণ বিলম্ব দাতাদের অর্থের নিশ্চয়তা মামলাজনিত কারণে বাস্তবায়ন সম্ভব দরপত্র আহ্বান করেও ঠিকাদার চলতি অর্থবছরের এডিপিতে হাজার প্রকল্প প্রতিবছর বিপুলসংখ্যক প্রকল্পে বরাদ্দ হিমশিম খেতে পরিকল্পনা মন্ত্রণালয়কে অপেক্ষাকৃত প্রকল্পে নামমাত্র বরাদ্দ বাঁচিয়ে এডিপি ব্যবস্থাপনায় বিশৃঙ্খলা তৈরি পরিকল্পনা মন্ত্রণালয়ের কর্মকর্তারা জানান,0.0
2,কিছুদিন আগেও দেশের অধিকাংশ এলাকায় গরু লাঙল জমি চাষ হতো পরিবর্তে যুক্ত ট্রাক্টর অল্প সময়েই জমি চাষ আর্থিক সামর্থ্য এখনো গরু লাঙলের ওপরই নির্ভরশীল গরু গরুর পরিবর্তে মানুষই লাঙল জমি চাষ তেমনি চরিত্রে অভিনয় বিপাশা হায়াত লাঙল জমি চাষ নাটকের নাম লিখেছেন পরিচালনা অনিমেষ আইচ গতকাল মঙ্গলবার বিপাশা অসংখ্য নারী গ্রামে জমিতে চাষ সংসার সামলান ছেলেমেয়েদের বড় নাটকের শুটিং নারীদের সম্মান বেড়ে কখনো এভাবে কোনো মেয়েকে লাঙল জমি চাষ দেখিনি পুবাইলে তিন দিন শুটিং করেছি তিন দিন বাংলাদেশে সর্বোচ্চ তাপমাত্রা জমিতে লাঙল মনে তো কঠিন কাজ রীতিমতো যুদ্ধ নারীদের স্যালুট জানাই অনিমেষ আইচ জানান বিপাশা হায়াতকে ভেবেই নাটকটি লিখেছেন ঈদে নাটকটি প্রচারিত আরটিভিতে,0.0
1,ঢাকা বিশ্ববিদ্যালয়ে শিক্ষাবর্ষের এমফিল প্রোগ্রামে আবেদনপত্র বিতরণের সময়সীমা জানুয়ারি বাড়ানো রেজিস্ট্রার অফিসের এমফিল পিএইচডি শাখার নম্বর কক্ষ আবেদনপত্র সংগ্রহ এসএসসি পরীক্ষা স্নাতকোত্তর পরীক্ষা পাসের মূল নম্বরপত্র টাকা জমার ব্যাংক রশিদ দেখিয়ে প্রার্থীকে আবেদনপত্র সংগ্রহ সঠিকভাবে পূরণকৃত আবেদনপত্র জানুয়ারির সংশ্লিষ্ট বিভাগের চেয়ারম্যান ইনস্টিটিউটের পরিচালকদের অফিসে জমা আবেদনপত্রের সকল পরীক্ষার নম্বরপত্রের ফটোকপি টাকা জমার ব্যাংক রশিদের ফটোকপি তোলা পাসপোর্ট সাইজের কফি ছবি সংশ্লিষ্ট তত্ত্বাবধায়ক বিভাগের চেয়ারম্যান ইনস্টিটিউটের পরিচালক কর্তৃক সত্যায়িত জমা এমফিল প্রোগ্রামে ভর্তির প্রার্থীকে চার বছর মেয়াদি স্নাতক ডিগ্রিসহ স্নাতকোত্তর ডিগ্রি তিন বছর মেয়াদি স্নাতক ডিগ্রি বছর মেয়াদি স্নাতকোত্তর ডিগ্রি দুই বছর মেয়াদি স্নাতক দুই বছর মেয়াদি স্নাতকোত্তর ডিগ্রির অধিকারী প্রার্থীকে সকল পরীক্ষায় দ্বিতীয় বিভাগ শ্রেণিসহ ন্যূনতম ভাগ নম্বর থাকতে মাধ্যমিক সমমান স্নাতক স্নাতকোত্তরসহ সকল পরীক্ষায় সিজিএ সিজিএ থাকতে,0.0
6,ইভেন্টস নামে অক্টোবর নতুন অ্যাপ উন্মোচন সামাজিক যোগাযোগের মাধ্যম ফেসবুক অ্যাপের গ্রাহক আশপাশের বিভিন্ন ইভেন্টের খোঁজ পাবেন সেগুলো অ্যাপের মাধ্যমেই নিয়ন্ত্রণ পারবেন নতুন অ্যাপটির গ্রাহক ইভেন্টে অংশগ্রহণ নোটিফিকেশন পাবেন ব্যবসা বাণিজ্যবিষয়ক প্রকাশনা বিজনেস ইনসাইডার গ্রাহকের আশপাশে ইভেন্ট চলেছে সেগুলোরও পরামর্শ দেখাবে ইভেন্টস অ্যাপটি গ্রাহক ক্যালেন্ডার ভিউতে বিভিন্ন ইভেন্ট অ্যাপয়েন্টমেন্টের তথ্য পাবেন অ্যাপে মেইল আউটলুকের অন্যান্য ক্যালেন্ডারও গ্রাহক অ্যাপে সংযুক্ত পারবেন প্রতিষ্ঠানের পণ্য ব্যবস্থাপক আদিত্য কুলওয়াল জানান প্রতিদিন কোটির বেশি গ্রাহক ফেসবুকের ইভেন্টস ফিচার এসব গ্রাহকই নতুন অ্যাপটি ধারণা প্রতিষ্ঠানটি মার্কিন যুক্তরাষ্ট্রে আইওএস অ্যাপস্টোরে মূল্যে ডাউনলোড অ্যাপটি ফেসবুকের পক্ষ খুব শিগগিরই অ্যাপটির অ্যান্ড্রয়েড সংস্করণ উন্মোচন আইটি ডেস্ক,0.0
5,চট্টগ্রাম বোর্ডের অধীনে বছর অনুষ্ঠিত জুনিয়র স্কুল সার্টিফিকেট পরীক্ষায় জেএসসি অকৃতকার্য পরীক্ষার্থী কৃতকার্য উত্তরপত্র পুনর্নিরীক্ষণের কৃতকার্য বুধবার পুনর্নিরীক্ষণের ফলাফল প্রকাশিত চট্টগ্রাম বোর্ডের পরীক্ষা নিয়ন্ত্রক পীযূষ দত্ত প্রথম আলোকে বিগত বছরের তুলনায় পুনর্নিরীক্ষণে ফলাফল পরিবর্তনের হার কমে এসেছে চাই ভুলের পরিমাণ শূন্যের কোটায় নেমে আসুক বোর্ড সূত্র পুনর্নিরীক্ষণে পরীক্ষার্থীর ফলাফল পরিবর্তন অকৃতকার্য পরীক্ষার্থী পাস দুজনসহ পরীক্ষার্থী নতুন জিপিএ পেয়েছে একাধিক বিষয়ে অকৃতকার্য একজন পরীক্ষার্থী পুনর্নিরীক্ষণে বিষয়ে পাস সার্বিকভাবে কৃতকার্য পারেনি বাইরে বাকিদের গ্রেডের পরিবর্তন সূত্র দুই হাজার পরীক্ষার্থী পুনর্নিরীক্ষণের আবেদন একজনের একাধিক বিষয়ের আবেদন চার হাজার উত্তরপত্র পুনর্নিরীক্ষণের আবেদন জমা পড়ে,0.0
1,হোটেল পর্যটনশিল্পে প্রতিষ্ঠিত প্রাতিষ্ঠানিক শিক্ষা লক্ষ্যে দেশ বিদেশে বিভিন্ন প্রাতিষ্ঠানিক শিক্ষার পাশাপাশি প্রতিষ্ঠিত বিভিন্ন মেয়াদি শর্ট কোর্স পাশাপাশি দেশী বিদেশী বিশ্ববিদ্যালয়ের ডিপ্লোমা পোস্ট গ্র্যাজুয়েশন ডিপ্লোমা যেখান তৈরি হোটেল পর্যটনশিল্প সম্পর্কিত বিভিন্ন ধরনের দক্ষ মানবসম্পদ তারই ধারাবাহিকতায় ড্যাফোডিল গ্র পের অন্যতম শিক্ষাপ্রতিষ্ঠান বাংলাদেশ স্কিল ডেভেলপমেন্ট ইন্সটিটিউট বিএসডিআই হোটেল ট্যুরিজম ম্যানেজমেন্ট বিষয়ে বিভিন্ন মেয়াদি কোর্স পরিচালনা আসছে পরবর্তীতে সাল কনফেডারেশন ট্যুরিজম অ্যান্ড হসপিটালিটি সিটিএইচ অনুমোদিত প্রতিষ্ঠান হিসেবে কার্যক্রম চালিয়ে আসছে বছর মেয়াদি ডিপ্লোমায় কোর্স সেমিস্টারের সম্পন্ন কোর্স চলাকালীনই দেশের বিভিন্ন তারকা হোটেলে বাস্তবিক প্রশিক্ষণের সুযোগের ছাত্রছাত্রীদের কাজের অভিজ্ঞতা কোর্স শেষে ইন্টার্নশিপের চাকরির সুযোগ এছাড়াও স্বল্পতম সময়ে অ্যাডভান্সড ডিপ্লোমা বিদেশে উচ্চশিক্ষার পাশাপাশি দেশেই ড্যাফোডিল ইন্টারন্যাশনাল বিশ্ববিদ্যালয়ে উচ্চশিক্ষার সুযোগ এছাড়া বিএসডিআই বছর মেয়াদি ইন্টারন্যাশনাল ডিপ্লোমা হোটেল ম্যানেজমেন্টসহ কারিগরি শিক্ষা বোর্ডের অধীনে মাস মেয়াদি ফুড অ্যান্ড বেভারেজ প্রডাকশন ফুড অ্যান্ড বেভারেজ সার্ভিস কোর্স পরিচালনা আসছে পাশাপাশি চলছে চার মাস মেয়াদি হসপিটালিটি ক্যাটারিং অ্যান্ড কুকিং কোর্স স্বল্পতম সময়ে কর্মসংস্থানের সুযোগ সৃষ্টি আসছে সেশন বছরে সেশনে আসনে ভর্তি বর্তমানে কোর্সগুলোর ডিসেম্বর সেশনে ভর্তি কার্যক্রম চলছে বিস্তারিত বিএসডিআই বাড়ি রোড ধানমণ্ডি মিরপুর রোড ঢাকা ফোন টিউটোরিয়াল ডেস্ক,0.0
5,জাতির ক্রমবিকাশের রূপ জাদুঘরের জাতিকে উপস্থাপন জাদুঘর জাদুঘরের উন্নয়নের সরকারের পাশাপাশি করপোরেট বেসরকারি প্রতিষ্ঠানকে এগিয়ে আসতে জাদুঘরের উন্নয়নে করপোরেট সেক্টরের ভূমিকা শীর্ষক সেমিনারে বক্তারা এসব কথা শনিবার জাতীয় জাদুঘর মিলনায়তনে আন্তর্জাতিক জাদুঘর দিবস উপলক্ষে সেমিনারের আয়োজন সেমিনারে প্রধান অতিথির বক্তব্যে বেঙ্গল ফাউন্ডেশনের চেয়ারম্যান আবুল খায়ের অঞ্চলভিত্তিক জাদুঘরের প্রয়োজনীয়তা জাতীয় জাদুঘর প্রাণের উৎস দেশের বিভিন্ন জাদুঘরের যোগাযোগ জানান সাভারে একর জমির ওপর জাদুঘর তৈরির কাজ চলেছে বিমানবন্দর সড়কে গাছ কেটে বনসাই লাগানোর সমালোচনা অর্থ মন্ত্রণালয়ের অতিরিক্ত সচিব জালাল আহমেদ জাতির ক্রমবিকাশের রূপ জাদুঘরের পৃথিবীর বিভিন্ন দেশের জাদুঘরে জাদুঘর দেশের জাতি মানুষকে উপস্থাপন বর্তমানে দেশে করপোরেট সেক্টর বিকশিত এসব করপোরেট সেক্টর জাদুঘরের উন্নয়নে কাজ আলোচনায় অংশ বার্জার বাংলাদেশ লিমিটেডের ব্যবস্থাপনা পরিচালক রূপালী চৌধুরী বাংলাদেশের জানার বিষয়ে তরুণদের উৎসাহী করপোরেট প্রতিষ্ঠানগুলোকে সামাজিক দায়বদ্ধতা অংশ হিসেবে জাদুঘরের দায়িত্ব বোঝাতে সবাই মিলে ভালো চাই সিটি ব্যাংকের অতিরিক্ত ব্যবস্থাপনা পরিচালক ফারুক মঈনুদ্দীন আহমেদ জাদুঘর সরকারি উদ্যোগে পরিচালনা সম্ভব বিভিন্ন করপোরেট প্রতিষ্ঠান এগিয়ে আসতে বিভিন্ন বেসরকারি প্রতিষ্ঠানের সামাজিক দায়বদ্ধতা তহবিল খরচের আয়কর শিথিল আহ্বান জানান দৈনিক অর্থনীতির সম্পাদক নাঈমুল ইসলাম খান ঢাকাসহ দেশের বিভিন্ন স্থানে ঐতিহ্য সংরক্ষণের দাবি জানান সেমিনারে সরকারি কর্মকমিশনের চেয়ারম্যান মোহাম্মদ সাদিক জাদুঘরের মহাপরিচালক ফয়জুল লতিফ চৌধুরী বক্তব্য সভাপতিত্ব সরকারি কর্ম কমিশনের সচিব বেগম আকতারী মমতাজ,0.0
1,বহুনির্বাচনি প্রশ্নোত্তরপ্রিয় পরীক্ষার্থী ব্যবসায় উদ্যোগ বিষয়ের অধ্যায়ভিত্তিক বহুনির্বাচনি নমুনা প্রশ্নোত্তর অধ্যায় কখন পাবলিক কোম্পানি ব্যবসায়িক কাজ শুরু স্মারকলিপি তৈরির পরখ পরিমেললিপি তৈরির পরগ নিবন্ধনপত্র পাওয়ার পরঘ কার্যারম্ভের অনুমতি পাওয়ার সম্মিলিত প্রচেষ্টায় এগিয়ে অনুপ্রেরণা চিন্তা কোনটির উত্পত্তি একমালিকানা সংগঠনেরখ অংশীদারি সংগঠনেরগ কোম্পানি সংগঠনেরঘ সমবায় সংগঠনের প্রথম সমবায় আন্দোলনের সূচনা হয় পশ্চিম ইউরোপে উত্তর আমেরিকায় জাপানেনিচের কোনটি সঠিক বিশ্বে প্রথম সমবায় ব্যবসায় কোনটি মার্কস স্পটস্টারগ রচডেল রকভ্যালি প্রথম সমবায় সমিতি প্রতিষ্ঠিত সালে উপমহাদেশে প্রথম কখন সমবায়ের উদ্যোগ গ্রহণ সালে সালেগ সালে সালে কলকাতার বেঙ্গল অপারেটিভ ফেডারেশন প্রতিষ্ঠা সালে প্রতিষ্ঠিত সালে বাংলাদেশ পল্লী উন্নয়ন একাডেমি কোথায় অবস্থিত ঢাকায় চট্টগ্রামেগ রাজশাহীতে কুমিল্লায় সমবায় ব্যাংক প্রতিষ্ঠিত সালে বাংলাদেশের বর্তমান সমবায় আইন সালের সমবায় বিধিমালা সালে প্রবর্তিত সালের সমবায় আইনে ধরনের সমবায় সমিতির কথা দুই তিন চার প্রাথমিক সমবায় সমিতির সর্বনিম্ন সদস্য উদ্দেশ্য দেশের আর্থসামাজিক উন্নয়ন সর্বোচ্চ সদস্যসীমা অনির্দিষ্টনিচের কোনটি সঠিক প্রাথমিক সমবায় সমিতি গঠিত হয়ক প্রাথমিক সমবায় সমিতিখ কেন্দ্রীয় সমবায় সমিতিগ জাতীয় সমবায় সমিতিঘ রাষ্ট্রীয় সমবায় সমিতি জাতীয় সমবায় সমিতি গঠিত হয়ক সদস্য নিয়েখ প্রাথমিক সমিতি নিয়েগ প্রাথমিক সমিতি নিয়েঘ কেন্দ্রীয় সমিতি সমবায় সমিতির বৈশিষ্ট্য কৃত্রিম সত্তা সাধারণ সিলমোহর অসীম দায়নিচের কোনটি সঠিক সঠিক উত্তরটি মিলিয়ে নাওব্যবসায় উদ্যোগ সঠিক উত্তরঅধ্যায় সহকারী শিক্ষক ঢাকা ক্যান্টনমেন্ট গার্লস পাবলিক স্কুল কলেজ ঢাকা,0.0
